video_id,slant
X3ess8txBX0,-0.23077
chWOqVqQTa0,-0.17647
4HLYe31MBrg,-0.02174
eWdCJm9q1bw,-0.42537
Mnf0w9UuV4s,-0.67164
A2kSnlS4xX8,0.27076
TUxgma0D8XA,-0.2487
hryVG6V2zsA,-0.4486
zcrPhje9lwk,-0.25714
VYQvWuiXC8c,-0.89565
c1dnlHPzhQA,-0.53806
YFTEX-zTYW0,-0.92857
OVp2U2p4lmE,-0.87444
32YGGYaUTgE,-0.6494
ieZr-xSHxG0,0.12245
ZwE8kIBd1xY,-0.38922
qbBu6cWczTY,-0.00599
JtRtC5TIt2c,-0.73077
ACz2bwF1gEs,-0.7037
pkzunP1s6cY,-0.9375
sJqRnoOn6bs,-0.80952
1nOl2aCC7LY,-0.84536
eEXpeq-38Sw,-0.22034
F13rFn2Xzug,-0.23077
h3V9wnwX-rM,-0.69697
jlzhXBjmaUw,-0.89286
ldLiR794DsQ,-0.71127
XsnNsHhKpU8,-0.16327
LcjEe9guEIA,-0.03323
fhlklE9wBSY,-0.51515
rMtpBcrj-8w,-0.61582
mcLoBdkqxos,-0.92793
CeltnroSGco,-0.34066
rMhuLIRDmIc,-0.64286
i7hPC0cTBko,-0.94595
a2W6IdBKoYs,-0.78771
52-wgeRoWX4,-0.55274
xJFR6uPCvao,-0.42857
V6xneZ3bSh8,-0.71558
4doKA0VpKgc,-0.53191
dpirtXdzkII,-0.97222
wZSwT952-MI,-0.59441
VKvoMF9IjM0,-0.42373
GoCZnboThfk,-0.90476
cQo-yYhExw0,-0.80851
O7zZPqar34w,-0.70833
ppF6Tn8mORA,0.33333
iY9KZKms-j0,-0.78462
jO41g-3q2O0,0.54098
8YjrQVVSSbI,-0.50725
1UTNxm30bVw,-0.8961
w3Y3LeUtqJw,-0.27152
Gj38m08QLoE,-0.5
ojbJrdkPhGg,-0.776
b1mNLML2FJM,0.18182
G3X6NlFk2Hk,-1.0
eh8U6SLvNgs,-0.36
9H69Kjm-vfY,-0.32075
uFcbAllQmxc,-0.52632
KifbKSlCsTA,-0.53846
UtYyAP67k60,0.09804
EZmxEY6QoUY,-0.11111
HAPQnCBnOLc,-0.88333
EFVprfqvABI,-0.29915
RK5QC4WQ3MU,-0.68889
ZwJPES-akPw,-0.46479
wBIecTVibhM,-0.64516
NToQ3iwz7LQ,-0.75723
HncFO8Sujvk,-0.8374
6RNUzwek5P0,-0.42308
qozYFSIHxzM,-0.51613
tFmiHWTWcrI,-0.7931
NEXVQiN49V0,0.05263
KzbxpzKwDXA,-0.625
swSy6pdAS-0,-0.6962
ZV89qH9IGrA,-0.93269
qIXYdXW1EZ8,-0.48014
MrLb2-wETAQ,-0.75714
62BQ4Ruu1tk,-0.10891
W8tMm8DsnLI,-1.0
ewz9L3KB9cg,-0.5858
1rRgElTeIqE,-0.39583
gMPNs9s7H0s,-0.14286
kT1yNERACtQ,-0.4359
14NPBMgQBK8,-0.66429
EIkqx-sAHpw,-0.58537
UUo-Q8hhvB0,-0.44
K6Cepqooczo,0.51351
0GEIkXVmBVU,-0.01961
C7NvWswqabc,-0.54286
xFAGmxyd4j4,-0.05882
pdi6o5popkU,-0.29577
3tJmvRkFWVQ,-0.42308
yaWDNXfQtRU,-0.72973
x6-JhKUkupY,0.125
9f1o33kOpnI,-0.2
VbSzoebC-8o,-0.81481
SFAnrNZ4pD0,-0.56835
snR1PmvQYoY,-0.07843
0CA-vtlGHD8,-0.65333
AqiFMiQeXNQ,-0.93191
6b5H7je4m1A,-0.71429
rMQ2b6ZwwCU,-0.78761
q9cS2W5PaSg,-0.88235
RBEL3rRyVZ8,-0.57062
FR8TFrLYZvM,-0.53333
GYIgmua-J7o,-0.85938
GHhmHkZhPu8,-0.76451
Nuus01gUhdM,0.54545
AUwgjOX2d1Y,-0.40541
xm1-GcTdCO8,-0.83333
J3Wabhox0gM,-0.92896
3-yhOg8x0T4,0.67857
ZygUroE5Bps,-0.34375
SVPzfqqJSgI,-0.50943
ZPLjXpQ6QEA,-0.6
3bNXNqfqGSI,-0.50588
Tujojfto3Tw,-0.89474
AA7BKuUvVFk,-0.42857
gVzjXVgJQiE,-0.53846
SwgA6xJ0JLM,-0.22807
KV9tCsIEr5U,-0.85714
jBNQAqsqkRE,-0.63636
lRizwTJrAJo,-0.44828
1CV-NvT3maY,-0.71429
xvVtjGH8WoQ,-0.56863
fGUxewvOYyQ,-0.49153
t85q4-Y7VAg,-0.58333
zwoGrDa5g2c,-0.71355
eYHE7UIVpTs,-0.79839
YBCMcE3bPxU,0.09811
PH6xCT2aTSo,-0.53191
Gr-4uBX8eRk,-0.53846
bFu2IFdjCaw,-0.11864
PBm8H6NFsGM,-0.03448
R5yoqEDceRQ,-0.22222
vopqh-Eeq7w,-0.85246
AEXjFjwq3uU,-0.30435
EFEsYJa0BJA,-0.93333
a5KBY0iqPKk,-0.6
GyaiI5pWEiM,-0.17647
tt247mla-ko,-0.57143
ePrV6AfaHts,-0.56962
uPYnbcqqiZY,-0.28571
O7l4Q0OjCvQ,-0.5619
VncE87P52GA,-0.47826
aHnSSZesoB0,-0.70588
HCFndZFbyEI,-0.78049
fUOQmdolJGI,-1.0
Sjdvyh2UJWQ,-0.76923
lChLpK8kQr4,0.44928
6KZB56yf7Sw,0.03846
lgMpxiGCrBo,-0.11538
piUgbJqgtIw,-0.52
-uv6Mvfor9o,-0.13333
8EPEkk6qWkg,-0.79085
fA7cVmzpT3Y,-0.52941
jHPQGsEqhAM,-0.89474
rfMZfxgbuCw,0.13514
6UoQLNFEG0A,-0.47059
i8gB4AVtxgQ,-0.66
21OwTUEiGGM,-0.94595
QDUXHwNHMcQ,-0.88235
JSA7Cz9bac4,-0.21739
swo9oFDW3u8,-0.68085
nGQs2wPJtu4,-0.13333
XPqXXp-Ubck,0.21739
OkseR8AXGa0,-1.0
GK-Tb6HNSXk,-0.94286
ZZzwPBlPweo,-0.63542
8OAtobGl7JA,0.22449
dpZTZ0J5iZc,-0.85714
G4G1SRoaWiU,-0.03846
VRfnbldOkA8,0.18519
xTQMUlFvhSM,-0.14894
9HvqyOe6vsM,-0.41935
Gc76eXl8Dd4,-0.11111
jtpxEmInvfg,-0.56522
ODgwL7DJ9dY,-1.0
NwSuE4jY18k,0.0
pg2yHR8w5vw,-0.47727
L9FD8C9ggHM,-0.5493
njwuy1hP6jo,-0.47368
bjd193yHpTo,-0.14286
fdTEBh-vUrc,0.42857
K8TIG4CbclE,-0.27273
FEq3csWqwMo,-1.0
-SXi9PU4Tb8,-0.63158
rQdWQhNQ4-Q,-0.2
Qf6WxOcRDJE,0.6
LPNaL67Jmr8,-0.79167
voRqd-pgzK8,-0.26087
qn-HoD14vTo,-0.84932
iWqRaKFs6AQ,0.28205
HIjX8OPuf-w,-0.48571
-fN2qA4R5ms,-0.90083
a2qKxVbEigA,-0.375
mvdJb4BWesY,0.52
L3OzYLGIvuc,-0.84699
1hASsUulqS4,-0.75
Q5r74-5VIGA,-0.83784
vN1Q24bNrrc,0.79853
E9GxQ2uogJ8,-1.0
eqN30Hhlatw,-0.86402
Pc1zNLS4RnY,-0.16667
3UrvZy7FJsM,-1.0
GFK1cflPyeI,-0.80952
-E3PE2JD2p0,-0.97297
fIZiuwu8Su8,-0.9375
xVNZMWyCL0Q,-1.0
YwsGHBxldzU,-0.52174
GGYxX5xkaTI,-0.41667
JfybXQDiUxc,-0.85938
oiBp6hW6cN4,0.3913
0K6AZk3DP5c,-0.93103
3x9mLLRg01Y,-0.89668
17jTQuIMiPY,-0.92
BXiOWdH0HvU,-0.81979
c6FMDa977X0,-0.57143
m5gBJTMygCE,-1.0
5R36CQYYRJU,-0.80328
F4Ywv5VAj5U,-0.88034
W67oPrYhZ0U,-1.0
u2R2nA9yLH4,-0.9
9LcTH1XVLPg,-0.86667
cUp8CRQiJZY,-0.85417
DOvSY0WjTjQ,-0.78481
RID0qMoE6gU,-0.79487
AKEmsxPmQEA,-0.89305
Bd7u5fE9g90,-0.70139
R7DdU5NW73A,-0.85714
72zg-xo2G2I,-0.86667
Ramh7urGPR4,-0.15789
VNQZR9Tbxw4,-0.86935
6OvNFVyB0OI,-0.88235
acFhNp8jbgA,-0.9204
3zXGKLvEHv0,-0.65714
ER9FCl9JzVE,-0.875
co9-GcQhFjE,-0.74497
o9MeB2BXY3U,-0.76471
2XrHEcl0N1o,0.45455
2kWeGz1w5eY,-0.85185
5kL2jxMerWA,-0.95122
umpPX1Vlvtk,-0.77778
hkmiZvFWFX8,-0.67949
oTBzzBaA9lM,0.70732
9z0l95K60E4,0.45455
WcEHb46lg28,-0.57333
zgxlGy41EXY,-0.83773
A8Y8XqgtFYM,-1.0
yIV7-XASQy8,-0.80153
Vg61AKNt87A,-0.04
RbVC5LnNNmE,0.71429
19mJ9BsDwuc,-0.37931
rWybpdWOCe8,-0.58333
iSkERTLkYvs,-0.44828
TCRapm1wzhY,-0.83908
VdWdB21-zJw,-0.45946
fgcB9vuse1s,-0.75786
z9ttNRfUd1Q,-0.77204
Nkh6wgQxerM,-0.78571
zZjBtxN1C0A,0.36
XwCwDqK78lE,-0.82143
R7Na0Q0FyWM,-0.78261
8si78E8YIEA,0.29412
ga6wTiNTbfM,0.36842
8cS-108JKls,-0.71429
jyx7UizmX5c,-0.2
Xw1E2hiQ0Io,-0.68889
ZI6PsLqjFMs,-0.84615
EeLUUm2X3JM,-0.82703
9UMvXSNMbKE,-0.56364
oIVVOZVwd40,-0.83673
y3T04rCsn9I,-0.43363
X5oUiR33bIQ,-0.5102
qVCuaBFhEqE,-0.66667
zNX1Gauzf1A,-0.82041
okRtfsmv7Hw,-0.22449
rvDTL8tv-P0,-0.92754
vhMNNd54OZk,-0.89474
beL4v-1Qbn4,-0.71698
z4BjxUfHUYo,-0.75
oNLh4swx2uI,-0.65217
YYe-pn35nzE,-0.58621
ASmPUST8vjs,-0.83696
zDsNSl4tKxM,0.89474
G7eGuqd140Q,-0.45455
ujfhcXCV8l8,-0.90179
ZKSVsHfCzNI,-0.86223
pKkf2KCc6xo,0.16279
KORZf5JL1hU,-0.41538
1dkD34q07aw,-0.76415
O3eO646jjzQ,-0.79747
0JPzXdspPgM,-0.76923
XdZnGz9CWpU,-0.13462
5ZsnP9a5FzI,0.45946
270F8s5TEKY,-0.30769
Y12mA5oLSgM,-0.3594
iVjGVpQ25cg,-0.11111
6vYJyOGKCHE,-0.48295
Em8C6AvD4sk,0.01523
YNrL8CQbECw,-0.91304
Mqi0n-c8L78,-0.81897
8ZgjNeXXTjU,-0.62083
WIHfmisMLOY,-0.44074
DxjfyBEIl7Q,-0.52308
HeKFI-uhdcA,-0.60976
A1q41h7beQY,-1.0
INrWb-kl5NI,-0.55514
eIKhxohwYTc,-0.76621
Hh5PSp51UGA,-0.61625
Pj-NqWDH2qE,-0.35802
Uf9xpkfJtho,-0.9697
X9yCdstxwO8,-0.68285
LJDrqTtmnr4,-0.72803
-r-wQxyb7aw,-0.59406
hcTXPT5LrL8,-0.78971
uLMVFnLVLm4,-0.48624
ooMiIm8RItw,-0.78431
cOFlpfxY268,-0.56164
EBByYjjvNzs,-0.27536
EFHyzuqjaok,-0.8069
tcUgM-NLuHo,-0.65385
dZOPY-DEeg0,-0.79888
H-JoltaLm3U,-0.93333
sAK15tZmSAM,-0.85714
P-Tsq9RQiXg,-0.55556
DxyW5KGnlYs,-1.0
fidq3jow8bc,-0.47603
nvzl4qMbfxU,0.10959
DLgM6bLh3Ag,-0.31507
adCKCOCSGpg,-0.45
nVM7zaqw7ZU,-0.74648
WXweHsp7ZyE,-0.75674
AL0FdRNFt9I,0.33333
g4o87MOY5R4,-0.41304
ZGXeu5WCZgE,-0.46875
VRa8CJ5r5wM,-0.87879
2ej4ClJ1Jtc,-0.6
EmlYYbmRgMc,-0.70256
1i-TvqmjsBw,-0.68421
vXJbVQmiLSU,-0.57962
nnuKDlTB2OU,-1.0
f5ZeB2zSbX0,-0.67568
LMrqJx8RfqA,-0.67568
2d6TBfIZzh0,-0.71429
gc14LK4n5ZE,-0.75
Xb7K0TNRdvY,-0.71429
SSzQfSDDIL8,-1.0
8nUHHP20Ffw,-0.45349
z1y8JEL9bIo,-0.22523
pBGAKBVUXfY,-0.83969
KlqopbdERiE,-0.48571
-2Q97pXZE2g,-0.75887
sYWa5TDN2Ao,-0.4359
ETf7NJOMS6Y,-0.80069
xaTkL825NQM,-0.25
J8AtdlYYP0o,-0.53846
Zzfabjiqv9g,-0.90476
VLPHdrrismY,-0.40625
VSkVKI7EbZo,-0.25
8l8JEWfeocg,-0.83972
rW888do1awo,-0.55882
iKvFlSedpNI,-0.5122
0jjgL7nx1jw,-0.5
p5vnQ6PezCg,-0.875
YTV7gNpECW0,-0.64865
ltCeyNEWZcg,-0.21739
gLQC3EzDGr4,-0.23077
RhH2eEG8gAc,-0.75
xPsfgEk00kU,-0.41463
dF4i3uwVJ8A,-0.30435
M02qLflX1Jw,0.0
1JYFKtpEXm8,-0.46667
vQJDV4GE4aY,-0.85
Yb9fuZ5Ade4,-0.64286
tV8470mmm0M,0.27273
OvR4qK0B--w,-0.75758
kX9wxfVA1dw,-0.96154
1hqMeAoksEo,-0.50685
Q1kGwNZrkNY,-0.69231
JqN52yKI4pg,-0.65517
FM2tKHOGGRk,-0.76923
AcTvkt8k0sE,0.11765
6rFijZwp1qU,-1.0
rpFpJzW1Lr4,-1.0
E6tSXMrRXqM,-0.53153
GzNb6-rZvAU,-0.69565
2NqTWHGIJ7Y,-0.9322
RQCArJGIKpc,-0.825
IczIXVJPvdE,-0.75221
zvv8iFupg9M,-0.64789
YtOQOoBOULg,-0.55224
FGUyo5dxke8,0.23353
YSAdaZf5sIg,-0.53623
zp3Y5SB5MiE,-0.25
X62dO2yeozo,-0.22857
U7cW60vhP4Y,-0.67742
i7IlVPGpeA4,-0.85
P3W0S2SJvo4,-0.28571
AU9vxxKnzLw,-0.24675
jrT6P3jiKZM,-0.125
VfKcLAwFJTo,-0.96117
BN4yTXGhU0Q,0.05263
MRABOpPyqFQ,-0.472
NnAaywvd1uk,-0.7
LO8fqNp2aZE,-0.51351
xw0dV5f4zZw,-0.39394
PubcPnKeO0s,-0.68539
gk1RPSkRBdI,-0.59633
kwGcVOI3ojc,-0.48315
E6KafHaD1ZM,-0.79817
d2UWPv6x4bE,-0.05556
PSMo0VqjfwI,-0.68421
6Jx0Kc7hu1U,-0.46154
Vinqph-g5QI,-0.11111
4HyKlFUMBiA,-0.71144
4lJ6Pwb15JY,-0.19481
vAcaeLmybCY,-0.65217
1TkdY7-ywis,-0.58405
dJrHHzEGarc,0.87097
EZ2u3RmspYg,0.2
n70PtKIhitA,-0.48718
Z7p-nkhVU5g,-0.83784
nCYD3kAnR5U,-0.44828
bTSwArKbrVQ,0.2
J2UYYI3yaW4,-0.88235
zfWrGDQpdz4,0.71429
UTO5debfmsg,-0.2
knITOhbnYx8,-0.14286
ti9zdpLlXf0,-0.57265
DBpk0L42jgE,-0.44828
EbdxRZJfRp4,-0.49398
o7pZcOCCysQ,-0.14286
IpEUNn5a0rE,-0.46835
tn9-bQuYU2I,-0.53333
q4XLvvPNDDo,-0.85
86sllhIgnEc,-0.29231
KfNRXTS55nY,-0.75
VNz01X8XlmA,-0.52542
FYKaqp3L9oE,-0.70667
5oPLhskOH4o,-0.70588
72YG2DhWHmE,-0.61404
ejQtI3kjuZ4,-0.11111
ValsuVBhbwM,-0.4375
z5Qtd8PGcBo,-0.14754
2bVA6TbSGUU,-0.04225
MBo3ghPMJmE,-0.84184
BHE1uEnQw60,-0.84314
bj1nbMJQ6PE,0.45455
TfYGW-gmwAU,-0.2
dD6AG3HWwCk,-0.06897
f6s1A0L4Ouk,-0.21767
vqcGjA1JH50,-0.48936
v9vHynqF0wo,-0.84615
HrjQNUWR6SY,-0.73684
P7vhgw2s6tA,-0.15094
Eq7iXK93ChU,-0.8
JbgjkOkVFH4,0.17647
FKTOEHvr3aM,0.47368
vxfGTnUzKzA,-0.03448
3-hDNq7IjSk,-0.25
YL9wb4tUlhI,-0.66667
Fpj1Yu20mYQ,-1.0
XvNtU-jD-aw,-0.57377
zC4qVTYhFiE,0.0
L1buGfmQlMk,0.0
Y4zvNu4rzKU,-0.21739
ADuaj7TsAVQ,-0.875
beb-pR-naCE,-0.56098
pScGXz7LWEU,-0.72973
x-vpzIiJqj4,-0.71429
ooXP5a5Wpss,-0.72549
PGPbnlqklpg,-0.60215
WFwRpCR36Lg,0.05
WIn8m8RQZ3A,-0.70068
V2A8c5Yva8Y,-0.56522
2c811Br5qh8,-0.3125
mOOEZHzlO7s,-0.64706
TMiqfusRWM4,-1.0
5a39YRkwoLk,0.23077
RML22JcvwJ4,0.27273
295bNJiTA20,-0.07692
GEehfX6qUwM,0.66667
yWjDBWXzBLQ,-0.69748
E5IEEv4RVIc,-0.79318
iXLjPDLNzqY,-1.0
a3Qq1fhE4b8,-0.82456
uGeCWOxzpP4,-0.82946
M9LmJNbd-U4,-0.36364
O1oTbrAYWwg,0.0
Yc-BEyzL5cg,-0.30769
QUczw5qULBc,-0.79167
LIniNK1RNqQ,-0.65854
-2QXOMBfosY,-0.77099
tLetZbzvVOs,-0.7931
Ws7Q1LE7Bvw,-0.72816
t4nXzWziqSo,-0.81818
U-oEXT9cpPM,-0.77778
hsw1obG5hU0,-0.64286
4jKXG4D8yGg,-0.63636
P6TfbIztsNs,-0.25926
ZmMgmy4qCZc,-0.5625
mRdJSVCiohc,-0.70213
q-66iK4By9I,-0.80488
1ZWraidI3Fc,-0.90476
7vqZIekjcp8,-0.90698
JNX8nkTwBCw,-0.75
BncYYU2XoqM,-1.0
wm6LWGXIls4,-0.76471
1y02lVFsC8k,-0.76596
zoFvwoyE8IY,-0.92308
PezOugyJd0U,-0.90588
ZIGsc0FaUyw,-0.76471
vUW8VHaFLX0,-0.70732
WstpqQNiBU4,-0.64948
Izgn0RBngws,-0.75342
iVeoewtRbyk,-1.0
7ATluVJhNKk,-0.875
ENKWG4KXj-g,-0.9
lQBmgGyTgsY,-0.76119
4pciTaLKw5E,-0.87692
vsGpyRjQmGc,-0.92308
cYniHNVNu8U,-0.68421
q0y3tDRbOr4,-0.94872
HB8YfyWzFDA,-1.0
C-VmC7QtyLw,-0.83333
j7AtOyjtK0k,-0.68421
mhgvwbPzvyM,-1.0
6KU4kJmzi6E,-0.73333
vmvmBsPQzsY,-0.84444
lryvg9B7vfI,-1.0
rY5HEgChop8,-1.0
21bgSTuyFRE,-1.0
-M27HvtRvU8,-0.66667
6dv2C5Ftb10,-0.89091
a1RDzmfNsQI,-0.9375
hqQoExb2Wdg,-0.90909
1HDwrE9g72Q,-0.52941
SH42Qga0UEQ,-0.95745
Mat3bOy-r6s,-0.79487
PYgFLjCyRqQ,-1.0
RhIw2fAkWpk,-0.50725
75DPN0RCcGw,-0.87424
9r2qyp1xydY,-0.67273
JIb0wMfOFhw,-0.09278
-0VPDvCGeqo,-0.75325
RGAV7UIN3hQ,-0.64706
8dpgQPqPKBM,-0.85047
fmnlXEhihNQ,0.66292
epqfRimgQ5Q,-0.88257
5FBC780Dscs,-0.89474
RgWGQwZTuhU,-0.63441
eLKqOdIt03k,-0.86667
GepDqri598o,-0.825
djbWmsokQTE,-0.2381
oaHJf0nYnkw,0.5
kFLZVtWPwRc,-0.7625
koEDCSmP6m0,-0.80716
qZsbIxW76pI,-0.68182
52VVhqJ6IjU,-0.64532
7ZHpfZ7Pbcw,-0.58716
KG1HhabRTAo,0.07692
MNE7n-NVZ4s,-0.2093
vQMqR2qoiL0,-0.83443
FBScNLppxE8,-0.55102
GZWRfgjOL3w,-0.61111
NCM2rdGBtfU,-0.72632
4EvtGCKkYQk,-0.52542
RiqWqq07y98,-0.5
CNkhv7rZRpE,-0.6
NC4Xoq0W8SY,-0.2
61qfyZqmbGY,-0.21569
smTUOBIkPDY,-0.55963
4x0ps4YpnC8,-0.77273
2oPGeiQJFPI,-0.90909
yofp2CYmfMY,0.0
ltNUTn-AsKA,-0.52518
PLWhx1Xih7M,-0.83908
FcInWTADY5w,-0.67742
j0UIlW8oPlQ,0.4359
n85CR5HOUzM,-0.5
d-E4pt8OT-c,-0.74359
OFgoz9cosFs,-0.92
SzBSki6W7Fw,-0.38462
LwVtIQsat1U,-0.89697
qAtdPEkVHy8,-0.72449
1caIpVIMrc0,-0.87097
IFXzZe6mK2E,-0.84615
STeOJpUvvf4,-0.72727
7Gf5x82ySMs,-0.68421
ew1YMsAneOc,-0.84644
ML2aY1PkDe8,-0.92857
U4Ht3qb36vM,-0.51145
sj1FKO4IoD8,0.80435
Ff75Nobj5Sw,-0.78182
WMbNxuSEbns,-1.0
zRCBcTeNkBw,-0.86667
eT4bkSvkOqs,-0.78696
vuf8ssS2OZ8,-0.3913
N07O1o7Dw2Q,-0.68182
1rWCQ69XG64,-0.8125
KtpsG-k8Nus,-0.55172
4wnPaKMVclU,-0.2
zpAv2u4KObU,-0.21429
SlDcyB5VCe0,0.22892
PevlCEeInSI,-0.90826
WGzmjOBQHQY,-0.83333
c5BcpqVs4qk,-1.0
XGwcuLqKsNo,-0.73196
J03tZrAan7A,-0.53846
kbswUhTMSRA,-0.71429
wl5zX04lXkA,-1.0
Pp4UJwF9rzM,-0.7037
pY64WGuzw2o,-0.92
oejrnh4W9ZY,-0.78571
6v5CTmV4t28,-0.1875
c26-Juz2n0g,0.89474
J8QkjguPXIs,-0.96226
ZzzSwn1f2zo,0.45455
jP8VApbBwPM,-0.33333
FdGIA5FXelE,-1.0
vdEzz4NwdFk,-0.07692
YQAGNkkChf8,0.20947
eolNfb5i4iY,-0.88462
u-MYCyfx6Wk,0.20588
SkYbBStofDo,0.65217
Hdcy8bBn5mQ,0.30841
9wYi4s6tU9I,-0.54023
TRS1FcJJCfI,-0.73219
1MotptToPpk,-0.57746
UIepBTiUs9Y,-0.67213
pxUnGUuUmTA,-0.77056
lZGJe0Kp8EI,-0.63934
ZMPPxZMdd50,-0.13636
gtTgoSmoetI,-0.39372
zyMb8cORM8k,-0.51899
JPdsnBUiPyw,0.18557
JuV9gWlVeIs,-0.63889
VSbXBBBzSUY,0.47541
9FvudhFlaiM,-0.67273
8Vk7ahNqEBU,-0.07692
al1ILGFBl-Q,-0.35652
p1KkzY-Sf38,-0.1519
5MJAvCqVIXw,-0.07031
PhfCNfG6AE4,-0.45161
27qu6L726Ss,-1.0
0re1Sr62ulo,0.75758
hI1sxEELIpk,-0.48571
HibZOQ6GWTI,-0.88235
yZoXN-wbYWs,-0.31579
fgSzD4S64QI,-0.15556
YaVsw1NfYC8,-0.55556
QW2qqMdkjQQ,-0.78947
Ij3cK4SKfXA,-0.84075
wkOnQTYU0wE,-0.33333
qcFFS5Fs8tA,-0.52381
49fqFoJvP9c,-0.66257
IhRMNqns8YA,0.625
blbWr6P1gTU,-0.23404
pXfxI6FYh6c,-0.379
8WfWsWFZEgw,-0.54762
LYmWwWvFr2w,0.42708
YRkavPPfzEc,-1.0
FlwhrPkMfDI,-0.4359
WUpwiDYE1bo,0.74274
Zb4-96DhGww,0.13953
uMFSryEWmnc,-0.8125
odgYQn4Yvao,0.07018
PPjvwEO6C-U,0.79795
MHfsa5gQIes,-0.18519
d4ECsWH7rV4,-0.53488
bfVrPoYcddc,-0.09677
pLwWCbvfTFw,-0.40602
rretZ2SzbCA,-0.82456
JydDMTTEqrk,-0.51351
Y1ckRXZFgak,-0.18182
FF-X5ryysXY,-0.12
tAKdE12F2O8,-0.19481
bVJaPiUPRhY,0.19444
AN2JACQfA5E,-0.5
KajOgfw54KQ,0.5
HBcQ0LbM3S0,0.09009
YNoh0hEkrj4,0.76667
lY5jaKXKUpQ,0.03759
fz134cx7sJk,0.3125
BWMEvL2uBuU,-0.73684
ZW4bRxXyKA0,-0.14286
Dyt-F6YCdkk,0.20275
x7qBQPacaGI,-0.64103
MuFxuIm10s0,-0.52632
DcrEJl-u38I,0.0
0LiwhihoRH4,-0.86667
4ZtTUe95PkM,-0.37931
-iizpOswvmE,-0.84615
T5c3BOAJKzc,-0.84211
QVDPFu9DXUo,-0.6
fAjf64M-a6A,-1.0
cr2NMsKS8ME,0.27891
H24RXdfF6Vo,-0.79769
YplGg5SrcgM,0.78828
pqqz29vQwZs,0.22449
m17skJeEGuw,-0.2963
v2aFSRzGloI,-0.2549
FuC6F32tW2U,0.11765
Mx7mYuZHAjY,0.24792
e5KS45ONjmc,-0.62848
ZrZi8azbsAM,-0.89127
osxn--4PxeQ,-0.70492
IB3z-raSOdA,0.57576
Q9T-aFflzpI,-0.31818
6XPO9-zBAmA,-0.86301
UCXqk105lgg,0.64706
Afxhcx6E49g,-0.35484
Nhh28YuiwQI,-0.51429
VtJDt7ZRrA8,-0.59155
Xxcml2aKigs,0.42857
-tXxOmqIe3s,-0.37931
4fhIpHk8xyk,0.04478
A0PL-vWflQ0,-0.77778
ip0yFdCqbkY,-0.9
-2rHtqqzi8I,-0.7056
AF8pjBGqIRA,-0.71944
LRdbdUjYrYE,0.27273
06TYxm1tR9E,-0.76238
xH0hauu6jA0,-0.55102
afT3SCp4b2U,-0.1
Tq4XR2PSJpI,-0.37931
AVuvSg4Icto,-0.1
H7VkRV2pcRA,-0.2
XjrZjcmO3VI,-1.0
6PmAhMp02Bc,-0.45455
1SpIYnYwrXw,-0.70027
BOIqbyK7VTs,-0.6422
cd3H1boPIIE,0.53425
GKFHZuCvvS4,-0.12821
AYA9twQXBq8,-0.32609
ToQ8PWYnu04,0.33333
8A7woRoVwyM,-0.32653
vDBzi0n9Fxg,-0.51899
r7qliVpGEk0,-0.14286
JsUH8llvTZo,-0.32143
HkB9VJdu27M,-0.27881
zL3UHF5SlEU,0.15328
Gye8ukFO-9s,-0.2
W2Cv5hZfOmk,-0.11583
589NAoC9Q6Y,0.05455
QqZBC60vuhM,-0.5
SUnobHHAKxo,-0.35821
vrtHfpkL3O8,-0.63636
a9UZBg1pMS4,-0.31343
DconsfGsXyA,-0.25664
w6Sa-gaCrDk,0.02128
FinRqCocwGE,-0.44186
HrMlpkIDVRE,-0.19626
DKAusMNTNnk,-0.27749
-lzZrask5F0,-0.33333
lA4R84xfLOQ,-0.42222
6LaSD8oFBZE,-0.07719
72u5q-0R48A,-0.03382
uCppmoZiXUY,0.32903
fvN7fKmCoXA,-0.47368
28rJqj-7pEY,0.19685
TXKjRkkoIOU,-0.40541
o1yUKfvnqRQ,-0.65517
awQDLoOnkdI,-0.28975
OXmKyzvF7BI,-0.09821
Y8vaRVwF0xA,-0.13725
v1TWvXwgKr0,-0.25926
3PnOh5l80d8,-0.33333
2GFaN9-1iz0,-0.12121
C3Yd7M3JNlw,-0.53659
sfq2BYB8K54,-0.09705
24R8JObNNQ4,-0.16151
j7rJstUseKg,-0.23841
IVIoC5ROaHk,0.48164
PLYszpvyED4,-0.35
agkUPzyMbGg,-0.01887
DWjsCts1Jpg,-0.15569
v2M5uXu6l2c,-0.85
kjaz0mynQvk,-0.01754
IdYZj9vmfi0,0.08571
aVgxqeYBARM,-0.30435
h-IXx4tkTF0,-0.37931
INAlUGn0RYg,-0.4094
sy0OOVTmsJI,-0.36054
JZFp8ldcTx4,0.12329
zZMETFXFE24,0.0
sRo8tk7-h14,-0.17241
tt2AYafET68,-0.06288
bqPARIKHbN8,0.02041
X4koXeZvAfg,0.18812
h3t3YnVgY9k,-0.43056
nQM6zLiSn1E,0.39286
27OvyWmOr98,-0.49693
7xu3RO4l1EA,0.10891
d09soDoUvaw,-0.76
t6pmc7Tpx4w,0.42857
FFrZfluKDrc,-0.66316
cggTbCcbcNA,-0.35211
xw46Ll-Zy4s,0.02752
ISuQngDolAc,-0.42857
vo1BzyBwZ1E,-0.41818
mtUvq82WkDY,0.08571
SL5Rd3Bnxms,-0.0429
